"DesktopSource","PreviousArchive","Destination","Bytes","SHA256"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\A_normal_n10.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\A_normal_n10.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\A_normal_n10.json","3715","69934E769294DB057ACFCCFD9F5510E6A0852E016422DBE11DD8C2BD4086C92C"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\A_normal_n11.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\A_normal_n11.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\A_normal_n11.json","3960","ABCBFAD2CBF470773BC042E0190F96D8230A0246B256026AC3DB26E64F459BF9"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\A_normal_n12.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\A_normal_n12.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\A_normal_n12.json","3941","02090780089A5A9A29E9D6AE5EBDFBADB3FE0D620CE84D088F26F1E07BD61B60"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\A_normal_n13.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\A_normal_n13.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\A_normal_n13.json","3931","9D0F34F0D2C4910C6ED3B2FC60EDC45F02E5E7D19BD9D8299D2BECA10C570A88"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\A_normal_n14.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\A_normal_n14.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\A_normal_n14.json","3954","2FC238FFFE13AE8343B0CB83CBD4C9291F181CD077E84F39ACF069A0780D602C"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\A_normal_n15.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\A_normal_n15.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\A_normal_n15.json","3891","CBDE959F9A34CBA084A86B9563A7E7DB4BA01325A7248B48EDBAB2A7C72C5AF2"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\A_normal_n16.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\A_normal_n16.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\A_normal_n16.json","3743","4DA24D6C21BF945523385E65E47ADC78B93952231484C66AAAF6A786866B90CE"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho000.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho000.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho000.json","3318","35BA47894EEFC0BCDCF24F6842EB83E33B251CB0BFC105599F5541ADE817F1CD"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho010.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho010.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho010.json","3331","8E043515E7CA609C7AD7889C6E99F1CB6D5CBD7BB1A6F68256F8D44C032D0925"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho020.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho020.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho020.json","3319","4251367B577BFE7EEE032CD28A2A1988D65EBDD56AE659B00365DC1137572D70"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho025.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho025.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho025.json","3312","49C0B976AAEA582DA76A301C02E5C6E17F44CC67CE4855AC00947A1A78AC3107"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho030.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho030.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho030.json","3322","39F0980DF54EE998E878BF9015F8545C205F6C1EAC1EF923F3A337B1E75BB7C1"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho035.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho035.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho035.json","3331","77D8291DFC40C113B3035FA84E4E732E8E00F402A5472645E73AE9D0A6B6A1B6"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho040.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho040.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho040.json","3311","44752CD6699C572E471E98D0E19945B407AA94C7A3EE8D642B35071CA4A0107B"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho045.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho045.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho045.json","3336","D479627E412593D55BC44C291B92781E844F5EE03432C67EFFD1B0B4378F5F10"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho050.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho050.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho050.json","3329","EC247934494C944B68E1F28F6E4500F81B20E5227B5F45DC058871C1A8E4861F"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho060.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho060.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho060.json","3304","AE779549107813D35AD43D5DF94EA1E12823750750B2C412B6BA5C571E944807"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho075.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho075.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho075.json","3315","F725B5071508988A61FB7EA7F6947EF5EA8B63D7849F1C76702D766F2B0FBCA0"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\B_rho100.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\B_rho100.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\B_rho100.json","3364","079F33A4C3105950E9B2331A695197FE84DB16FF16F5705A56977D8C411BA333"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_blind_gap.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_blind_gap.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_blind_gap.json","1919","CB6540EFF679C43149B158AD5D01109F293469F4DDE58A95D6C918044ACB41B4"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_core.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_core.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_core.json","1908","77E9BF46DC3F1E51746004DC3ED276EA9B76B9CF0FB52BFDBAF1AE9427550DC1"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_min_radius_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_min_radius_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_min_radius_outward.json","1944","7CCC62784C60C773B4030AF4552F5A7884FBCBC44865082E7D201EFBCD5CB277"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_mirror_pair.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_mirror_pair.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_mirror_pair.json","1913","93CD3DAF45A7D95020BCE6B52EBB4BF05BA16F8A0622C3620F943D91D0F5F845"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_narrow_20deg.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_narrow_20deg.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_narrow_20deg.json","1943","070E716F284D8848C5BBA29329E891BCDB981054EC47680D8E2D7B29B92DA611"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_one_center_rest_far.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_one_center_rest_far.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_one_center_rest_far.json","1941","233733DAE1EF966E1700079B9AB5AEEA1EA18E7152EE41C97C06AA386D28F1DC"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_one_quadrant.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_one_quadrant.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_one_quadrant.json","1940","29D7F307F812E19AB93C299F50C33C547676F2DDAC1D522880CA2E12151AF09F"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\C_rim_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\C_rim_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\C_rim_outward.json","1933","7F796CA90F17A9C696B78E1BFDFD23C690CF0C4556A4A3B337A944B22A05DC15"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\D_halfplane_89.9.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\D_halfplane_89.9.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\D_halfplane_89.9.json","1932","06FC258BD4EE5562DA3D64D1D17AF3C175B7BD108954F1CBDEF5E11C82F63FDB"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\D_halfplane_90.0.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\D_halfplane_90.0.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\D_halfplane_90.0.json","1930","64BC0707DACF1DA8E0030BFD1CCF5C52115EF4FF954450D3A04CB28C996CD65B"
"C:\Users\李\Desktop\Q4探索\results\step19_robustness\D_halfplane_90.1.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step19_robustness\D_halfplane_90.1.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step19_robustness\D_halfplane_90.1.json","1959","B407E2AB7CDE806756588AF2BC3740566463F81B6A81615D65038F21759909D1"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\boundary_outward_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\boundary_outward_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\boundary_outward_cases.csv","92722","F9D4E380B67B89FF57CF2129E51BD391406D75C5CBF6EFC402AFE6AA3FDD7888"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\boundary_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\boundary_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\boundary_outward.json","1999","305C1CFB05D4A221C9CEB802C992D0EF6FC94BA7BDBC69E1F596B508B27B86B4"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\boundary_random_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\boundary_random_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\boundary_random_cases.csv","92516","E68C6CFB077315C894925D5B48D609A95A3B3FB5B18729A21F021DCF3F373D2D"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\boundary_random.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\boundary_random.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\boundary_random.json","1972","08A0B34A84E3FC9448DC3A91D3735418DD109DFC4A4451E0C4419C2AA47199D0"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\min_radius_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\min_radius_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\min_radius_cases.csv","92738","6BB69CE14076001C9C137DF0624D3FF969C26884989ACED5163A958A742E7E1D"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\min_radius.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\min_radius.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\min_radius.json","2018","AD9B2865E6A4BD8B7EBA8F05560A584A90ED77E6D9C3554C8679B440CE9AA681"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\normal_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\normal_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\normal_cases.csv","231926","B84FD78B3FD051FC1E472BF435C677B82A15590828E4ED22222530F851CFF48F"
"C:\Users\李\Desktop\Q4探索\results\step1_oracle\normal.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step1_oracle\normal.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step1_oracle\normal.json","2024","AADA46874933FCE4C18004835337F73404FF787B50DF6D44BF0A787C4BDE96E4"
"C:\Users\李\Desktop\Q4探索\results\step20_robustness\robustness_report.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step20_robustness\robustness_report.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step20_robustness\robustness_report.json","37698","50A3E9A12D30150FE00CBCC96B9D1953B97736FD3F58CC6871531BD8AA9EA118"
"C:\Users\李\Desktop\Q4探索\results\step2c\boundary_outward_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\boundary_outward_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\boundary_outward_cases.csv","32299","EC606093087CF03EBD67D655BF0C259680F0CE78B9229ED85D4DEF35AF42A62A"
"C:\Users\李\Desktop\Q4探索\results\step2c\boundary_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\boundary_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\boundary_outward.json","736","B835DF03EFFD49960337BAEA3F6F86A2B204F13A824CF17D95B43AE23853BEC6"
"C:\Users\李\Desktop\Q4探索\results\step2c\boundary_random_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\boundary_random_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\boundary_random_cases.csv","32246","9ECE8735AAB4BF398C0EE6DA359A0832E162E8475505A20E79225B583E262B11"
"C:\Users\李\Desktop\Q4探索\results\step2c\boundary_random.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\boundary_random.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\boundary_random.json","723","18CB93E76E8FBDF3F5408F8EA3AE173135EF3CC6578B6C33FA44BC3A568D6563"
"C:\Users\李\Desktop\Q4探索\results\step2c\feature_report.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\feature_report.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\feature_report.json","387","148EE66A168C484EC699B6F5A5986B3D4A8362CE27C8C5C699E30D08A9C1D27C"
"C:\Users\李\Desktop\Q4探索\results\step2c\min_radius_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\min_radius_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\min_radius_cases.csv","32366","6669B42F49A5A13B840560A93911A5D112B436460F9F20F786D378A89CF78F6B"
"C:\Users\李\Desktop\Q4探索\results\step2c\min_radius.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\min_radius.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\min_radius.json","738","2BA98362D8FADEA0E98B941FD5626076A9B23CC0068CD0E9F400F96E0481E19E"
"C:\Users\李\Desktop\Q4探索\results\step2c\mixed_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\mixed_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\mixed_cases.csv","32350","6611319E8FD0041D8699D2C228F4D65E7C34882AE37A210B73CDC25DF1A5D86B"
"C:\Users\李\Desktop\Q4探索\results\step2c\mixed.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\mixed.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\mixed.json","747","68E788CFC8E6FC07AFF3F6CED73D177E93AD782F27CA328EB09090FB4CFB28BD"
"C:\Users\李\Desktop\Q4探索\results\step2c\normal_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\normal_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\normal_cases.csv","80738","B5EE135DC09E0CDD960E7B584E2D0392DB015FF2BE0AB184ADEE3410CF313ABC"
"C:\Users\李\Desktop\Q4探索\results\step2c\normal.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2c\normal.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2c\normal.json","739","EAC4C86D8A881C9E75F6D72063BE8E93B5E8D5B136C0984C27A74905C3BD0C7A"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\boundary_outward_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\boundary_outward_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\boundary_outward_cases.csv","124969","57AA4904816D946F767E4B171BCF1C2700B7194FDCF28D5CCD203DB7758BF5AB"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\boundary_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\boundary_outward.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\boundary_outward.json","2639","0B39A600F106404CA8D5B4904F67EC063B81EAFAD76DA33D729A9A8D402DBD5C"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\boundary_random_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\boundary_random_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\boundary_random_cases.csv","124627","06ADCB7507F33212F9046229276F4E442F3B64ED8B1E3972BA9208A9A6135116"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\boundary_random.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\boundary_random.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\boundary_random.json","2646","BC789FB21DD5E66705DABACD1573D0B2731A4D644D5242C364C002CCB4F60CAE"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\min_radius_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\min_radius_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\min_radius_cases.csv","124781","34E10B5E129B92F1CFF1716A39236248E6A04448C4B96D4B0ED2B5A1705D469E"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\min_radius.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\min_radius.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\min_radius.json","2698","CB68F573EC767EB3C8BC80AEA4AD3469436C6B30DA4DB97612D43633E2D60C0B"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\mixed_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\mixed_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\mixed_cases.csv","124953","362C0A61081E3F54C2217A5F5CF2624F45D9E5F95C0804C5329F6D07DEB70F8B"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\mixed.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\mixed.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\mixed.json","2700","1553B12C7C1192E0AF00241AF44593778BAC48F7A6A7B1318CD3D59F6EA42266"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\normal_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\normal_cases.csv","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\normal_cases.csv","187438","5982A1D0086A663E71C7C7592D0F49AB58B5B319EAFA2D62A5CCC341D79712CB"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\normal.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\normal.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\normal.json","2703","D9A390AC48C8AEC00CFB4D4C780338C2ABBE2B9BC4A2E34AAC5ABECD3F6C1956"
"C:\Users\李\Desktop\Q4探索\results\step2d_order\order_summary.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\杂项文件夹\桌面归档_2026-09-15\比赛资料\第四问实验\Q4探索\results\step2d_order\order_summary.json","C:\Users\李\Desktop\math_build_contest\math_build_contest\src\q4\实验\Q4探索\results\step2d_order\order_summary.json","13244","BA6AA75AE90B12EEB2C1120A3B73C1967C2E3D7D101817E96BFCEA529B66B8CE"
